filename,split,triage_verdict
slide_20260908_114211_606.jpg,train,keep
slide_20260908_114219_808.jpg,train,keep
slide_20260908_114239_467.jpg,train,keep
slide_20260908_114251_397.jpg,train,keep
slide_20260908_114304_678.jpg,train,review
slide_20260908_114315_607.jpg,train,review
slide_20260908_114351_841.jpg,train,keep
slide_20260908_115247_663.jpg,excluded,reject
slide_20260908_115304_118.jpg,excluded,reject
slide_20260908_115324_851.jpg,train,review
slide_20260908_115339_513.jpg,excluded,reject
slide_20260908_115357_526.jpg,excluded,reject
slide_20260908_115419_830.jpg,train,review
slide_20260908_115429_030.jpg,train,review
slide_20260908_115441_010.jpg,train,review
slide_20260908_115458_400.jpg,train,review
slide_20260908_115549_760.jpg,train,review
slide_20260908_115641_510.jpg,train,keep
slide_20260908_115710_867.jpg,train,keep
slide_20260908_115740_510.jpg,train,keep
slide_20260908_115751_075.jpg,train,review
slide_20260908_115814_358.jpg,excluded,reject
slide_20260908_115831_558.jpg,train,keep
slide_20260908_115848_346.jpg,train,review
slide_20260908_115919_002.jpg,excluded,reject
slide_20260908_115934_283.jpg,train,review
slide_20260908_115954_046.jpg,excluded,reject
slide_20260908_120015_350.jpg,train,review
slide_20260908_120027_926.jpg,excluded,reject
slide_20260908_120039_429.jpg,train,review
slide_20260908_120059_945.jpg,excluded,reject
slide_20260908_120123_492.jpg,excluded,reject
slide_20260908_120146_124.jpg,excluded,reject
slide_20260908_120155_445.jpg,excluded,reject
slide_20260908_120219_806.jpg,train,keep
slide_20260908_120359_262.jpg,test,keep
slide_20260908_120437_110.jpg,test,keep
slide_20260908_120510_174.jpg,test,review
slide_20260908_120539_899.jpg,test,keep
slide_20260908_120558_695.jpg,test,keep
slide_20260908_120619_584.jpg,test,reject
slide_20260908_120652_019.jpg,test,reject
slide_20260908_120706_280.jpg,test,keep
slide_20260908_120724_908.jpg,test,review
slide_20260908_120738_166.jpg,test,reject
slide_20260908_120800_002.jpg,test,reject
slide_20260908_120848_158.jpg,test,reject
slide_20260908_120928_930.jpg,test,reject
slide_20260908_121013_538.jpg,test,review
slide_20260908_121146_441.jpg,train,keep
slide_20260908_121232_027.jpg,train,review
slide_20260908_121253_699.jpg,train,review
slide_20260908_121310_427.jpg,excluded,reject
slide_20260908_121338_027.jpg,train,review
slide_20260908_121353_730.jpg,excluded,reject
slide_20260908_121437_500.jpg,train,review
slide_20260908_121503_422.jpg,train,keep
slide_20260908_121525_635.jpg,excluded,reject
slide_20260908_121542_764.jpg,excluded,reject
slide_20260908_121611_279.jpg,excluded,reject
slide_20260908_121833_234.jpg,train,review
slide_20260908_121903_313.jpg,excluded,reject
slide_20260908_121929_359.jpg,train,keep
slide_20260908_122027_053.jpg,train,keep
slide_20260908_122051_380.jpg,train,keep
slide_20260908_122109_182.jpg,train,keep
slide_20260908_122148_991.jpg,train,keep
slide_20260908_122225_470.jpg,train,keep
slide_20260908_122249_841.jpg,train,keep
slide_20260908_122301_317.jpg,excluded,reject
slide_20260908_122345_062.jpg,excluded,reject
slide_20260908_122726_428.jpg,excluded,reject
slide_20260908_123126_025.jpg,test,reject
slide_20260908_123155_463.jpg,test,review
slide_20260908_123234_152.jpg,test,keep
slide_20260908_123255_739.jpg,test,keep
slide_20260908_123337_792.jpg,test,review
slide_20260908_123412_896.jpg,test,review
slide_20260908_123520_515.jpg,test,keep
slide_20260908_123546_279.jpg,test,keep
slide_20260908_123614_357.jpg,test,review
slide_20260908_123625_129.jpg,test,keep
slide_20260908_123646_361.jpg,test,keep
slide_20260908_123711_914.jpg,test,reject
slide_20260908_123736_045.jpg,test,keep
slide_20260908_123819_538.jpg,test,reject
slide_20260908_123843_472.jpg,test,reject
slide_20260908_123855_321.jpg,test,keep
slide_20260908_123922_987.jpg,test,keep
slide_20260908_123942_500.jpg,test,review
slide_20260908_123954_850.jpg,test,keep
slide_20260908_124015_890.jpg,test,review
slide_20260908_124032_629.jpg,test,keep
slide_20260908_124049_549.jpg,test,reject
slide_20260908_124118_181.jpg,test,reject
slide_20260908_124210_065.jpg,test,keep
slide_20260908_124227_361.jpg,test,keep
slide_20260908_124251_353.jpg,test,keep
slide_20260908_124551_697.jpg,train,keep
slide_20260908_124609_531.jpg,train,keep
slide_20260908_124642_790.jpg,train,keep
slide_20260908_124704_690.jpg,train,review
slide_20260908_124719_560.jpg,train,keep
slide_20260908_124809_762.jpg,excluded,reject
slide_20260908_124930_414.jpg,excluded,reject
slide_20260908_125056_597.jpg,train,keep
slide_20260908_125123_479.jpg,train,keep
slide_20260908_125149_888.jpg,train,keep
slide_20260908_125208_476.jpg,excluded,reject
slide_20260908_125226_313.jpg,excluded,reject
slide_20260908_125249_502.jpg,excluded,reject
slide_20260908_125308_215.jpg,train,review
slide_20260908_125325_392.jpg,train,keep
slide_20260908_125348_137.jpg,excluded,reject
slide_20260908_125421_697.jpg,excluded,reject
slide_20260908_125517_269.jpg,train,keep
slide_20260908_125537_040.jpg,train,keep
slide_20260908_125600_463.jpg,train,keep
slide_20260908_125636_516.jpg,train,keep
slide_20260908_125655_231.jpg,train,keep
slide_20260908_125710_999.jpg,train,keep
slide_20260908_125729_065.jpg,train,keep
slide_20260908_125749_494.jpg,train,keep
slide_20260908_125803_374.jpg,train,review
slide_20260908_125838_066.jpg,train,keep
slide_20260908_125858_301.jpg,train,keep
slide_20260908_125923_669.jpg,train,keep
slide_20260908_125948_191.jpg,train,review
slide_20260908_130007_019.jpg,excluded,reject
slide_20260908_130229_684.jpg,test,reject
slide_20260908_130319_808.jpg,test,reject
slide_20260908_130402_847.jpg,test,keep
slide_20260908_130503_156.jpg,test,reject
slide_20260908_130606_595.jpg,test,review
slide_20260908_130625_727.jpg,test,review
slide_20260908_130638_823.jpg,test,keep
slide_20260908_130724_842.jpg,test,keep
slide_20260908_130748_394.jpg,test,review
slide_20260908_130806_357.jpg,test,reject
slide_20260908_130831_813.jpg,test,review
slide_20260908_130900_782.jpg,test,reject
slide_20260908_130934_272.jpg,test,keep
slide_20260908_130953_693.jpg,test,keep
slide_20260908_131040_207.jpg,test,keep
slide_20260908_131123_299.jpg,test,reject
slide_20260908_131147_429.jpg,test,reject
slide_20260908_131204_668.jpg,test,reject
slide_20260908_131223_132.jpg,test,review
slide_20260908_131241_596.jpg,test,review
slide_20260908_131310_432.jpg,test,review
slide_20260908_131324_455.jpg,test,review
slide_20260908_131443_779.jpg,train,review
slide_20260908_131526_876.jpg,train,keep
slide_20260908_131619_604.jpg,train,review
slide_20260908_131704_716.jpg,train,keep
slide_20260908_131742_429.jpg,train,review
slide_20260908_131802_183.jpg,train,review
slide_20260908_131825_303.jpg,excluded,reject
slide_20260908_131843_807.jpg,excluded,reject
slide_20260908_131908_706.jpg,excluded,reject
slide_20260908_131940_810.jpg,excluded,reject
slide_20260908_132033_914.jpg,train,review
slide_20260908_132401_556.jpg,train,keep
slide_20260908_132702_923.jpg,train,review
slide_20260908_133117_701.jpg,val,review
slide_20260908_133144_800.jpg,val,review
slide_20260908_133210_573.jpg,excluded,reject
slide_20260908_133251_743.jpg,excluded,reject
slide_20260908_133357_428.jpg,excluded,reject
slide_20260908_133418_219.jpg,val,review
slide_20260908_133523_155.jpg,val,review
slide_20260908_133553_179.jpg,excluded,reject
slide_20260908_133615_675.jpg,excluded,reject
slide_20260908_133650_898.jpg,excluded,reject
slide_20260908_133724_518.jpg,excluded,reject
slide_20260908_133747_722.jpg,excluded,reject
slide_20260908_133813_566.jpg,val,review
slide_20260908_133842_043.jpg,excluded,reject
slide_20260908_133905_326.jpg,excluded,reject
slide_20260908_133943_932.jpg,val,review
slide_20260908_134010_437.jpg,val,review
slide_20260908_134034_619.jpg,val,keep
slide_20260908_134104_091.jpg,val,keep
slide_20260908_134155_287.jpg,val,keep
slide_20260908_134227_289.jpg,val,keep
slide_20260908_134246_847.jpg,val,keep
slide_20260908_134326_618.jpg,excluded,reject
slide_20260908_134359_493.jpg,excluded,reject
slide_20260908_134426_160.jpg,excluded,reject
slide_20260908_134518_992.jpg,val,keep
slide_20260908_134722_055.jpg,train,review
slide_20260908_134746_938.jpg,excluded,reject
slide_20260908_134810_928.jpg,excluded,reject
slide_20260908_134833_858.jpg,train,review
slide_20260908_134858_562.jpg,train,review
slide_20260908_134940_740.jpg,train,review
slide_20260908_135026_060.jpg,train,keep
slide_20260908_135105_436.jpg,excluded,reject
slide_20260908_135214_641.jpg,train,review
slide_20260908_135242_767.jpg,train,review
slide_20260908_135502_917.jpg,excluded,reject
slide_20260908_135527_582.jpg,excluded,reject
slide_20260908_135606_556.jpg,excluded,reject
slide_20260908_135631_953.jpg,train,review
slide_20260908_135717_992.jpg,train,review
slide_20260908_135747_946.jpg,train,keep
slide_20260908_135815_212.jpg,train,review
slide_20260908_135925_610.jpg,train,review
slide_20260908_140007_949.jpg,train,review
slide_20260908_140030_634.jpg,train,review
slide_20260908_140057_754.jpg,train,review
slide_20260908_140124_416.jpg,excluded,reject
slide_20260908_140215_845.jpg,excluded,reject
slide_20260908_141122_473.jpg,train,review
slide_20260908_141153_469.jpg,train,review
slide_20260908_141233_764.jpg,train,review
slide_20260908_141402_806.jpg,test,reject
slide_20260908_141429_734.jpg,test,review
slide_20260908_141458_626.jpg,test,review
slide_20260908_141532_163.jpg,test,reject
slide_20260908_141601_927.jpg,test,reject
slide_20260908_141623_734.jpg,test,reject
slide_20260908_141657_120.jpg,test,reject
slide_20260908_141743_254.jpg,test,reject
slide_20260908_141820_771.jpg,test,reject
slide_20260908_141846_095.jpg,test,reject
slide_20260908_141920_198.jpg,test,review
slide_20260908_141944_044.jpg,test,review
slide_20260908_142007_695.jpg,test,review
slide_20260908_142037_352.jpg,test,reject
slide_20260908_142104_425.jpg,test,reject
slide_20260908_142137_203.jpg,test,review
slide_20260908_142259_072.jpg,train,review
slide_20260908_142330_082.jpg,train,review
slide_20260908_142402_458.jpg,train,review
slide_20260908_142424_421.jpg,train,review
slide_20260908_142454_308.jpg,train,review
slide_20260908_142522_823.jpg,excluded,reject
slide_20260908_142610_580.jpg,excluded,reject
slide_20260908_142708_964.jpg,excluded,reject
slide_20260908_142733_766.jpg,train,review
slide_20260908_142806_245.jpg,excluded,reject
slide_20260908_142848_664.jpg,train,keep
slide_20260908_142922_706.jpg,train,review
slide_20260908_142949_949.jpg,train,review
slide_20260908_143047_486.jpg,train,keep
slide_20260908_143111_824.jpg,train,keep
slide_20260908_143159_539.jpg,excluded,reject
slide_20260908_143223_556.jpg,excluded,reject
slide_20260908_143316_758.jpg,excluded,reject
slide_20260908_143349_328.jpg,excluded,reject
slide_20260908_143502_651.jpg,val,review
slide_20260908_143545_012.jpg,excluded,reject
slide_20260908_143609_693.jpg,excluded,reject
slide_20260908_143633_351.jpg,val,review
slide_20260908_143701_841.jpg,excluded,reject
slide_20260908_143736_444.jpg,val,review
slide_20260908_143807_625.jpg,val,review
slide_20260908_143844_974.jpg,val,review
slide_20260908_143938_919.jpg,excluded,reject
slide_20260908_144010_150.jpg,val,review
slide_20260908_144058_718.jpg,val,keep
slide_20260908_144123_356.jpg,val,review
slide_20260908_144147_204.jpg,val,keep
slide_20260908_144226_783.jpg,val,review
slide_20260908_144251_629.jpg,excluded,reject
slide_20260908_144329_849.jpg,val,keep
slide_20260908_144405_923.jpg,excluded,reject
slide_20260908_144450_017.jpg,val,review
slide_20260908_144609_120.jpg,train,review
slide_20260908_144640_015.jpg,train,review
slide_20260908_144710_279.jpg,train,review
slide_20260908_144744_258.jpg,train,review
slide_20260908_144811_775.jpg,excluded,reject
slide_20260908_144849_266.jpg,excluded,reject
slide_20260908_144924_678.jpg,train,review
slide_20260908_145011_365.jpg,train,review
slide_20260908_145041_307.jpg,excluded,reject
slide_20260908_145109_046.jpg,train,keep
slide_20260908_145146_840.jpg,excluded,reject
slide_20260908_145221_576.jpg,excluded,reject
slide_20260908_145253_891.jpg,train,review
slide_20260908_145322_343.jpg,train,review
slide_20260908_145348_342.jpg,train,review
slide_20260908_145421_778.jpg,train,review
slide_20260908_145524_199.jpg,train,keep
slide_20260908_145628_253.jpg,excluded,reject
slide_20260908_145656_620.jpg,excluded,reject
slide_20260908_145747_213.jpg,excluded,reject
slide_20260908_145817_885.jpg,train,keep
slide_20260908_145853_264.jpg,train,review
slide_20260908_145933_183.jpg,excluded,reject
slide_20260908_150014_868.jpg,train,review
slide_20260908_150235_401.jpg,excluded,reject
slide_20260908_150322_504.jpg,val,keep
slide_20260908_150351_084.jpg,val,keep
slide_20260908_150425_537.jpg,val,review
slide_20260908_150505_320.jpg,val,keep
slide_20260908_150541_014.jpg,excluded,reject
slide_20260908_150801_829.jpg,train,review
slide_20260908_150847_798.jpg,train,review
slide_20260908_150942_576.jpg,train,keep
slide_20260908_151018_851.jpg,excluded,reject
slide_20260908_151106_005.jpg,excluded,reject
slide_20260908_151157_894.jpg,excluded,reject
slide_20260908_151259_065.jpg,train,review
slide_20260908_151347_763.jpg,train,keep
slide_20260908_151412_086.jpg,train,review
slide_20260908_151554_429.jpg,val,keep
slide_20260908_151619_435.jpg,val,review
slide_20260908_151649_066.jpg,val,keep
slide_20260908_151722_356.jpg,val,review
slide_20260908_151813_515.jpg,excluded,reject
slide_20260908_151842_443.jpg,excluded,reject
slide_20260908_151930_183.jpg,excluded,reject
slide_20260908_152007_796.jpg,val,review
slide_20260908_152049_241.jpg,val,review
slide_20260908_152145_179.jpg,excluded,reject
slide_20260908_152227_254.jpg,val,keep
slide_20260908_152452_896.jpg,train,keep
slide_20260908_152613_788.jpg,train,keep
slide_20260908_152743_658.jpg,train,review
slide_20260908_152822_913.jpg,excluded,reject
slide_20260908_152928_782.jpg,excluded,reject
slide_20260908_153030_381.jpg,train,keep
slide_20260908_153128_536.jpg,train,review
slide_20260908_153208_810.jpg,train,keep
slide_20260908_153318_112.jpg,val,review
slide_20260908_153411_707.jpg,excluded,reject
slide_20260908_153441_894.jpg,excluded,reject
slide_20260908_153515_704.jpg,excluded,reject
slide_20260908_153606_832.jpg,excluded,reject
slide_20260908_153640_401.jpg,val,review
slide_20260908_153718_240.jpg,val,review
slide_20260908_153745_606.jpg,excluded,reject
slide_20260908_153829_500.jpg,excluded,reject
slide_20260908_153914_181.jpg,excluded,reject
slide_20260908_153955_449.jpg,excluded,reject
slide_20260908_154047_889.jpg,val,review
slide_20260908_154118_549.jpg,excluded,reject
slide_20260908_154217_020.jpg,val,review
slide_20260908_154308_326.jpg,val,review
slide_20260908_154340_310.jpg,val,review
slide_20260908_154446_399.jpg,train,review
slide_20260908_154528_081.jpg,train,review
slide_20260908_154605_886.jpg,train,review
slide_20260908_154640_884.jpg,excluded,reject
slide_20260908_154731_567.jpg,train,review
slide_20260908_154804_169.jpg,excluded,reject
slide_20260908_154842_904.jpg,excluded,reject
slide_20260908_154931_794.jpg,train,review
slide_20260908_155010_845.jpg,train,review
slide_20260908_155038_296.jpg,excluded,reject
slide_20260908_155142_600.jpg,train,keep
slide_20260908_155208_106.jpg,train,keep
slide_20260908_155249_343.jpg,train,review
slide_20260908_155337_284.jpg,train,review
slide_20260908_155425_749.jpg,train,review
slide_20260908_155511_726.jpg,excluded,reject
slide_20260908_155542_165.jpg,excluded,reject
slide_20260908_155624_557.jpg,excluded,reject
slide_20260908_155657_055.jpg,train,review
slide_20260908_155744_279.jpg,train,review
slide_20260908_155828_982.jpg,excluded,reject
slide_20260908_155911_633.jpg,train,review
slide_20260908_160017_865.jpg,test,review
slide_20260908_160053_113.jpg,test,keep
slide_20260908_160125_684.jpg,test,keep
slide_20260908_160152_673.jpg,test,keep
slide_20260908_160242_363.jpg,test,keep
slide_20260908_160331_394.jpg,test,review
slide_20260908_160423_437.jpg,test,review
slide_20260908_160521_734.jpg,test,review
slide_20260908_160614_717.jpg,test,keep
slide_20260908_160647_746.jpg,test,reject
slide_20260908_160728_866.jpg,test,reject
slide_20260908_160801_677.jpg,test,keep
slide_20260908_160843_147.jpg,test,keep
slide_20260908_160934_958.jpg,test,review
slide_20260908_161015_597.jpg,test,keep
slide_20260908_161101_205.jpg,test,review
slide_20260908_161200_134.jpg,test,review
slide_20260908_161233_127.jpg,test,review
slide_20260908_161309_241.jpg,test,keep
slide_20260908_161343_086.jpg,test,keep
slide_20260908_161440_325.jpg,test,keep
slide_20260908_161513_164.jpg,test,reject
slide_20260908_161558_230.jpg,test,reject
slide_20260908_161655_808.jpg,test,reject
slide_20260908_161734_535.jpg,test,reject
slide_20260908_161828_136.jpg,test,review
slide_20260908_161950_815.jpg,train,review
slide_20260908_162028_902.jpg,train,review
slide_20260908_162106_814.jpg,train,keep
slide_20260908_162150_128.jpg,train,review
slide_20260908_162301_918.jpg,train,keep
slide_20260908_162342_692.jpg,train,keep
slide_20260908_162425_684.jpg,train,review
slide_20260908_162508_445.jpg,train,review
slide_20260908_162550_271.jpg,train,review
slide_20260908_162630_379.jpg,excluded,reject
slide_20260908_162723_904.jpg,train,review
slide_20260908_162808_658.jpg,train,review
slide_20260908_162851_536.jpg,train,keep
slide_20260908_162938_611.jpg,train,review
slide_20260908_163036_243.jpg,train,review
slide_20260908_163145_373.jpg,excluded,reject
slide_20260908_163235_697.jpg,train,review
slide_20260908_163317_095.jpg,train,review
slide_20260908_163406_415.jpg,excluded,reject
slide_20260908_163446_988.jpg,train,review
slide_20260908_163551_357.jpg,train,keep
slide_20260908_163635_899.jpg,train,keep
slide_20260908_163711_514.jpg,train,keep
slide_20260908_163846_062.jpg,train,review
slide_20260908_163920_849.jpg,train,review
slide_20260908_164019_079.jpg,train,keep
slide_20260908_164214_143.jpg,train,review
