filename,timestamp_iso,width,height,triage_verdict
slide_20260908_114056_897.jpg,2026-09-08T11:40:57.037,4032,3040,review
slide_20260908_114107_273.jpg,2026-09-08T11:41:07.381,4032,3040,keep
slide_20260908_114123_742.jpg,2026-09-08T11:41:23.868,4032,3040,keep
slide_20260908_114203_030.jpg,2026-09-08T11:42:03.138,4032,3040,keep
slide_20260908_114211_606.jpg,2026-09-08T11:42:11.740,4032,3040,keep
slide_20260908_114219_808.jpg,2026-09-08T11:42:19.931,4032,3040,keep
slide_20260908_114239_467.jpg,2026-09-08T11:42:39.577,4032,3040,keep
slide_20260908_114251_397.jpg,2026-09-08T11:42:51.513,4032,3040,keep
slide_20260908_114304_678.jpg,2026-09-08T11:43:04.819,4032,3040,review
slide_20260908_114315_607.jpg,2026-09-08T11:43:15.715,4032,3040,review
slide_20260908_114351_841.jpg,2026-09-08T11:43:51.958,4032,3040,keep
slide_20260908_115247_663.jpg,2026-09-08T11:52:47.771,4032,3040,reject
slide_20260908_115304_118.jpg,2026-09-08T11:53:04.223,4032,3040,reject
slide_20260908_115324_851.jpg,2026-09-08T11:53:24.958,4032,3040,review
slide_20260908_115339_513.jpg,2026-09-08T11:53:39.629,4032,3040,reject
slide_20260908_115357_526.jpg,2026-09-08T11:53:57.650,4032,3040,reject
slide_20260908_115419_830.jpg,2026-09-08T11:54:19.944,4032,3040,review
slide_20260908_115429_030.jpg,2026-09-08T11:54:29.139,4032,3040,review
slide_20260908_115441_010.jpg,2026-09-08T11:54:41.116,4032,3040,review
slide_20260908_115458_400.jpg,2026-09-08T11:54:58.507,4032,3040,review
slide_20260908_115549_760.jpg,2026-09-08T11:55:49.874,4032,3040,review
slide_20260908_115641_510.jpg,2026-09-08T11:56:41.641,4032,3040,keep
slide_20260908_115710_867.jpg,2026-09-08T11:57:10.973,4032,3040,keep
slide_20260908_115740_510.jpg,2026-09-08T11:57:40.640,4032,3040,keep
slide_20260908_115751_075.jpg,2026-09-08T11:57:51.188,4032,3040,review
slide_20260908_115814_358.jpg,2026-09-08T11:58:14.498,4032,3040,reject
slide_20260908_115831_558.jpg,2026-09-08T11:58:31.667,4032,3040,keep
slide_20260908_115848_346.jpg,2026-09-08T11:58:48.472,4032,3040,review
slide_20260908_115919_002.jpg,2026-09-08T11:59:19.122,4032,3040,reject
slide_20260908_115934_283.jpg,2026-09-08T11:59:34.391,4032,3040,review
slide_20260908_115954_046.jpg,2026-09-08T11:59:54.183,4032,3040,reject
slide_20260908_120015_350.jpg,2026-09-08T12:00:15.478,4032,3040,review
slide_20260908_120027_926.jpg,2026-09-08T12:00:28.045,4032,3040,reject
slide_20260908_120039_429.jpg,2026-09-08T12:00:39.554,4032,3040,review
slide_20260908_120059_945.jpg,2026-09-08T12:01:00.055,4032,3040,reject
slide_20260908_120123_492.jpg,2026-09-08T12:01:23.603,4032,3040,reject
slide_20260908_120146_124.jpg,2026-09-08T12:01:46.232,4032,3040,reject
slide_20260908_120155_445.jpg,2026-09-08T12:01:55.555,4032,3040,reject
slide_20260908_120219_806.jpg,2026-09-08T12:02:19.924,4032,3040,keep
slide_20260908_120359_262.jpg,2026-09-08T12:03:59.380,4032,3040,keep
slide_20260908_120437_110.jpg,2026-09-08T12:04:37.237,4032,3040,keep
slide_20260908_120510_174.jpg,2026-09-08T12:05:10.280,4032,3040,review
slide_20260908_120539_899.jpg,2026-09-08T12:05:40.014,4032,3040,keep
slide_20260908_120558_695.jpg,2026-09-08T12:05:58.802,4032,3040,keep
slide_20260908_120619_584.jpg,2026-09-08T12:06:19.695,4032,3040,reject
slide_20260908_120652_019.jpg,2026-09-08T12:06:52.152,4032,3040,reject
slide_20260908_120706_280.jpg,2026-09-08T12:07:06.389,4032,3040,keep
slide_20260908_120724_908.jpg,2026-09-08T12:07:25.050,4032,3040,review
slide_20260908_120738_166.jpg,2026-09-08T12:07:38.278,4032,3040,reject
slide_20260908_120800_002.jpg,2026-09-08T12:08:00.108,4032,3040,reject
slide_20260908_120848_158.jpg,2026-09-08T12:08:48.278,4032,3040,reject
slide_20260908_120928_930.jpg,2026-09-08T12:09:29.049,4032,3040,reject
slide_20260908_121013_538.jpg,2026-09-08T12:10:13.667,4032,3040,review
slide_20260908_121146_441.jpg,2026-09-08T12:11:46.566,4032,3040,keep
slide_20260908_121232_027.jpg,2026-09-08T12:12:32.160,4032,3040,review
slide_20260908_121253_699.jpg,2026-09-08T12:12:53.837,4032,3040,review
slide_20260908_121310_427.jpg,2026-09-08T12:13:10.558,4032,3040,reject
slide_20260908_121338_027.jpg,2026-09-08T12:13:38.150,4032,3040,review
slide_20260908_121353_730.jpg,2026-09-08T12:13:53.855,4032,3040,reject
slide_20260908_121437_500.jpg,2026-09-08T12:14:37.612,4032,3040,review
slide_20260908_121503_422.jpg,2026-09-08T12:15:03.561,4032,3040,keep
slide_20260908_121525_635.jpg,2026-09-08T12:15:25.754,4032,3040,reject
slide_20260908_121542_764.jpg,2026-09-08T12:15:42.872,4032,3040,reject
slide_20260908_121611_279.jpg,2026-09-08T12:16:11.405,4032,3040,reject
slide_20260908_121833_234.jpg,2026-09-08T12:18:33.344,4032,3040,review
slide_20260908_121903_313.jpg,2026-09-08T12:19:03.424,4032,3040,reject
slide_20260908_121929_359.jpg,2026-09-08T12:19:29.467,4032,3040,keep
slide_20260908_122027_053.jpg,2026-09-08T12:20:27.179,4032,3040,keep
slide_20260908_122051_380.jpg,2026-09-08T12:20:51.491,4032,3040,keep
slide_20260908_122109_182.jpg,2026-09-08T12:21:09.289,4032,3040,keep
slide_20260908_122148_991.jpg,2026-09-08T12:21:49.134,4032,3040,keep
slide_20260908_122225_470.jpg,2026-09-08T12:22:25.596,4032,3040,keep
slide_20260908_122249_841.jpg,2026-09-08T12:22:49.969,4032,3040,keep
slide_20260908_122301_317.jpg,2026-09-08T12:23:01.429,4032,3040,reject
slide_20260908_122345_062.jpg,2026-09-08T12:23:45.187,4032,3040,reject
slide_20260908_122726_428.jpg,2026-09-08T12:27:26.542,4032,3040,reject
slide_20260908_123126_025.jpg,2026-09-08T12:31:26.141,4032,3040,reject
slide_20260908_123155_463.jpg,2026-09-08T12:31:55.578,4032,3040,review
slide_20260908_123234_152.jpg,2026-09-08T12:32:34.267,4032,3040,keep
slide_20260908_123255_739.jpg,2026-09-08T12:32:55.858,4032,3040,keep
slide_20260908_123337_792.jpg,2026-09-08T12:33:37.922,4032,3040,review
slide_20260908_123412_896.jpg,2026-09-08T12:34:13.025,4032,3040,review
slide_20260908_123520_515.jpg,2026-09-08T12:35:20.641,4032,3040,keep
slide_20260908_123546_279.jpg,2026-09-08T12:35:46.387,4032,3040,keep
slide_20260908_123614_357.jpg,2026-09-08T12:36:14.472,4032,3040,review
slide_20260908_123625_129.jpg,2026-09-08T12:36:25.267,4032,3040,keep
slide_20260908_123646_361.jpg,2026-09-08T12:36:46.485,4032,3040,keep
slide_20260908_123711_914.jpg,2026-09-08T12:37:12.032,4032,3040,reject
slide_20260908_123736_045.jpg,2026-09-08T12:37:36.152,4032,3040,keep
slide_20260908_123819_538.jpg,2026-09-08T12:38:19.645,4032,3040,reject
slide_20260908_123843_472.jpg,2026-09-08T12:38:43.603,4032,3040,reject
slide_20260908_123855_321.jpg,2026-09-08T12:38:55.446,4032,3040,keep
slide_20260908_123922_987.jpg,2026-09-08T12:39:23.124,4032,3040,keep
slide_20260908_123942_500.jpg,2026-09-08T12:39:42.628,4032,3040,review
slide_20260908_123954_850.jpg,2026-09-08T12:39:54.963,4032,3040,keep
slide_20260908_124015_890.jpg,2026-09-08T12:40:16.012,4032,3040,review
slide_20260908_124032_629.jpg,2026-09-08T12:40:32.735,4032,3040,keep
slide_20260908_124049_549.jpg,2026-09-08T12:40:49.675,4032,3040,reject
slide_20260908_124118_181.jpg,2026-09-08T12:41:18.309,4032,3040,reject
slide_20260908_124210_065.jpg,2026-09-08T12:42:10.207,4032,3040,keep
slide_20260908_124227_361.jpg,2026-09-08T12:42:27.482,4032,3040,keep
slide_20260908_124251_353.jpg,2026-09-08T12:42:51.461,4032,3040,keep
slide_20260908_124551_697.jpg,2026-09-08T12:45:51.803,4032,3040,keep
slide_20260908_124609_531.jpg,2026-09-08T12:46:09.653,4032,3040,keep
slide_20260908_124642_790.jpg,2026-09-08T12:46:42.896,4032,3040,keep
slide_20260908_124704_690.jpg,2026-09-08T12:47:04.797,4032,3040,review
slide_20260908_124719_560.jpg,2026-09-08T12:47:19.703,4032,3040,keep
slide_20260908_124809_762.jpg,2026-09-08T12:48:09.904,4032,3040,reject
slide_20260908_124930_414.jpg,2026-09-08T12:49:30.552,4032,3040,reject
slide_20260908_125056_597.jpg,2026-09-08T12:50:56.705,4032,3040,keep
slide_20260908_125123_479.jpg,2026-09-08T12:51:23.588,4032,3040,keep
slide_20260908_125149_888.jpg,2026-09-08T12:51:49.997,4032,3040,keep
slide_20260908_125208_476.jpg,2026-09-08T12:52:08.622,4032,3040,reject
slide_20260908_125226_313.jpg,2026-09-08T12:52:26.430,4032,3040,reject
slide_20260908_125249_502.jpg,2026-09-08T12:52:49.645,4032,3040,reject
slide_20260908_125308_215.jpg,2026-09-08T12:53:08.320,4032,3040,review
slide_20260908_125325_392.jpg,2026-09-08T12:53:25.517,4032,3040,keep
slide_20260908_125348_137.jpg,2026-09-08T12:53:48.251,4032,3040,reject
slide_20260908_125421_697.jpg,2026-09-08T12:54:21.822,4032,3040,reject
slide_20260908_125517_269.jpg,2026-09-08T12:55:17.377,4032,3040,keep
slide_20260908_125537_040.jpg,2026-09-08T12:55:37.154,4032,3040,keep
slide_20260908_125600_463.jpg,2026-09-08T12:56:00.575,4032,3040,keep
slide_20260908_125636_516.jpg,2026-09-08T12:56:36.642,4032,3040,keep
slide_20260908_125655_231.jpg,2026-09-08T12:56:55.341,4032,3040,keep
slide_20260908_125710_999.jpg,2026-09-08T12:57:11.106,4032,3040,keep
slide_20260908_125729_065.jpg,2026-09-08T12:57:29.190,4032,3040,keep
slide_20260908_125749_494.jpg,2026-09-08T12:57:49.611,4032,3040,keep
slide_20260908_125803_374.jpg,2026-09-08T12:58:03.501,4032,3040,review
slide_20260908_125838_066.jpg,2026-09-08T12:58:38.191,4032,3040,keep
slide_20260908_125858_301.jpg,2026-09-08T12:58:58.417,4032,3040,keep
slide_20260908_125923_669.jpg,2026-09-08T12:59:23.798,4032,3040,keep
slide_20260908_125948_191.jpg,2026-09-08T12:59:48.299,4032,3040,review
slide_20260908_130007_019.jpg,2026-09-08T13:00:07.145,4032,3040,reject
slide_20260908_130229_684.jpg,2026-09-08T13:02:29.810,4032,3040,reject
slide_20260908_130319_808.jpg,2026-09-08T13:03:19.913,4032,3040,reject
slide_20260908_130402_847.jpg,2026-09-08T13:04:02.958,4032,3040,keep
slide_20260908_130503_156.jpg,2026-09-08T13:05:03.264,4032,3040,reject
slide_20260908_130606_595.jpg,2026-09-08T13:06:06.713,4032,3040,review
slide_20260908_130625_727.jpg,2026-09-08T13:06:25.836,4032,3040,review
slide_20260908_130638_823.jpg,2026-09-08T13:06:38.950,4032,3040,keep
slide_20260908_130724_842.jpg,2026-09-08T13:07:24.981,4032,3040,keep
slide_20260908_130748_394.jpg,2026-09-08T13:07:48.508,4032,3040,review
slide_20260908_130806_357.jpg,2026-09-08T13:08:06.464,4032,3040,reject
slide_20260908_130831_813.jpg,2026-09-08T13:08:31.952,4032,3040,review
slide_20260908_130900_782.jpg,2026-09-08T13:09:00.888,4032,3040,reject
slide_20260908_130934_272.jpg,2026-09-08T13:09:34.384,4032,3040,keep
slide_20260908_130953_693.jpg,2026-09-08T13:09:53.818,4032,3040,keep
slide_20260908_131040_207.jpg,2026-09-08T13:10:40.333,4032,3040,keep
slide_20260908_131123_299.jpg,2026-09-08T13:11:23.413,4032,3040,reject
slide_20260908_131147_429.jpg,2026-09-08T13:11:47.534,4032,3040,reject
slide_20260908_131204_668.jpg,2026-09-08T13:12:04.781,4032,3040,reject
slide_20260908_131223_132.jpg,2026-09-08T13:12:23.238,4032,3040,review
slide_20260908_131241_596.jpg,2026-09-08T13:12:41.720,4032,3040,review
slide_20260908_131310_432.jpg,2026-09-08T13:13:10.568,4032,3040,review
slide_20260908_131324_455.jpg,2026-09-08T13:13:24.579,4032,3040,review
slide_20260908_131443_779.jpg,2026-09-08T13:14:43.886,4032,3040,review
slide_20260908_131526_876.jpg,2026-09-08T13:15:26.981,4032,3040,keep
slide_20260908_131619_604.jpg,2026-09-08T13:16:19.710,4032,3040,review
slide_20260908_131704_716.jpg,2026-09-08T13:17:04.859,4032,3040,keep
slide_20260908_131742_429.jpg,2026-09-08T13:17:42.569,4032,3040,review
slide_20260908_131802_183.jpg,2026-09-08T13:18:02.309,4032,3040,review
slide_20260908_131825_303.jpg,2026-09-08T13:18:25.440,4032,3040,reject
slide_20260908_131843_807.jpg,2026-09-08T13:18:43.944,4032,3040,reject
slide_20260908_131908_706.jpg,2026-09-08T13:19:08.831,4032,3040,reject
slide_20260908_131940_810.jpg,2026-09-08T13:19:40.939,4032,3040,reject
slide_20260908_132033_914.jpg,2026-09-08T13:20:34.038,4032,3040,review
slide_20260908_132401_556.jpg,2026-09-08T13:24:01.679,4032,3040,keep
slide_20260908_132702_923.jpg,2026-09-08T13:27:03.062,4032,3040,review
slide_20260908_133117_701.jpg,2026-09-08T13:31:17.830,4032,3040,review
slide_20260908_133144_800.jpg,2026-09-08T13:31:44.923,4032,3040,review
slide_20260908_133210_573.jpg,2026-09-08T13:32:10.683,4032,3040,reject
slide_20260908_133251_743.jpg,2026-09-08T13:32:51.850,4032,3040,reject
slide_20260908_133357_428.jpg,2026-09-08T13:33:57.553,4032,3040,reject
slide_20260908_133418_219.jpg,2026-09-08T13:34:18.354,4032,3040,review
slide_20260908_133523_155.jpg,2026-09-08T13:35:23.268,4032,3040,review
slide_20260908_133553_179.jpg,2026-09-08T13:35:53.299,4032,3040,reject
slide_20260908_133615_675.jpg,2026-09-08T13:36:15.780,4032,3040,reject
slide_20260908_133650_898.jpg,2026-09-08T13:36:51.006,4032,3040,reject
slide_20260908_133724_518.jpg,2026-09-08T13:37:24.639,4032,3040,reject
slide_20260908_133747_722.jpg,2026-09-08T13:37:47.828,4032,3040,reject
slide_20260908_133813_566.jpg,2026-09-08T13:38:13.673,4032,3040,review
slide_20260908_133842_043.jpg,2026-09-08T13:38:42.150,4032,3040,reject
slide_20260908_133905_326.jpg,2026-09-08T13:39:05.469,4032,3040,reject
slide_20260908_133943_932.jpg,2026-09-08T13:39:44.039,4032,3040,review
slide_20260908_134010_437.jpg,2026-09-08T13:40:10.553,4032,3040,review
slide_20260908_134034_619.jpg,2026-09-08T13:40:34.731,4032,3040,keep
slide_20260908_134104_091.jpg,2026-09-08T13:41:04.212,4032,3040,keep
slide_20260908_134155_287.jpg,2026-09-08T13:41:55.401,4032,3040,keep
slide_20260908_134227_289.jpg,2026-09-08T13:42:27.399,4032,3040,keep
slide_20260908_134246_847.jpg,2026-09-08T13:42:46.958,4032,3040,keep
slide_20260908_134326_618.jpg,2026-09-08T13:43:26.737,4032,3040,reject
slide_20260908_134359_493.jpg,2026-09-08T13:43:59.619,4032,3040,reject
slide_20260908_134426_160.jpg,2026-09-08T13:44:26.281,4032,3040,reject
slide_20260908_134518_992.jpg,2026-09-08T13:45:19.109,4032,3040,keep
slide_20260908_134722_055.jpg,2026-09-08T13:47:22.173,4032,3040,review
slide_20260908_134746_938.jpg,2026-09-08T13:47:47.078,4032,3040,reject
slide_20260908_134810_928.jpg,2026-09-08T13:48:11.035,4032,3040,reject
slide_20260908_134833_858.jpg,2026-09-08T13:48:33.985,4032,3040,review
slide_20260908_134858_562.jpg,2026-09-08T13:48:58.686,4032,3040,review
slide_20260908_134940_740.jpg,2026-09-08T13:49:40.856,4032,3040,review
slide_20260908_135026_060.jpg,2026-09-08T13:50:26.169,4032,3040,keep
slide_20260908_135105_436.jpg,2026-09-08T13:51:05.562,4032,3040,reject
slide_20260908_135214_641.jpg,2026-09-08T13:52:14.747,4032,3040,review
slide_20260908_135242_767.jpg,2026-09-08T13:52:42.874,4032,3040,review
slide_20260908_135502_917.jpg,2026-09-08T13:55:03.029,4032,3040,reject
slide_20260908_135527_582.jpg,2026-09-08T13:55:27.708,4032,3040,reject
slide_20260908_135606_556.jpg,2026-09-08T13:56:06.662,4032,3040,reject
slide_20260908_135631_953.jpg,2026-09-08T13:56:32.093,4032,3040,review
slide_20260908_135717_992.jpg,2026-09-08T13:57:18.103,4032,3040,review
slide_20260908_135747_946.jpg,2026-09-08T13:57:48.068,4032,3040,keep
slide_20260908_135815_212.jpg,2026-09-08T13:58:15.354,4032,3040,review
slide_20260908_135925_610.jpg,2026-09-08T13:59:25.720,4032,3040,review
slide_20260908_140007_949.jpg,2026-09-08T14:00:08.066,4032,3040,review
slide_20260908_140030_634.jpg,2026-09-08T14:00:30.748,4032,3040,review
slide_20260908_140057_754.jpg,2026-09-08T14:00:57.892,4032,3040,review
slide_20260908_140124_416.jpg,2026-09-08T14:01:24.539,4032,3040,reject
slide_20260908_140215_845.jpg,2026-09-08T14:02:15.986,4032,3040,reject
slide_20260908_141122_473.jpg,2026-09-08T14:11:22.596,4032,3040,review
slide_20260908_141153_469.jpg,2026-09-08T14:11:53.575,4032,3040,review
slide_20260908_141233_764.jpg,2026-09-08T14:12:33.886,4032,3040,review
slide_20260908_141402_806.jpg,2026-09-08T14:14:02.947,4032,3040,reject
slide_20260908_141429_734.jpg,2026-09-08T14:14:29.848,4032,3040,review
slide_20260908_141458_626.jpg,2026-09-08T14:14:58.746,4032,3040,review
slide_20260908_141532_163.jpg,2026-09-08T14:15:32.280,4032,3040,reject
slide_20260908_141601_927.jpg,2026-09-08T14:16:02.068,4032,3040,reject
slide_20260908_141623_734.jpg,2026-09-08T14:16:23.840,4032,3040,reject
slide_20260908_141657_120.jpg,2026-09-08T14:16:57.235,4032,3040,reject
slide_20260908_141743_254.jpg,2026-09-08T14:17:43.395,4032,3040,reject
slide_20260908_141820_771.jpg,2026-09-08T14:18:20.877,4032,3040,reject
slide_20260908_141846_095.jpg,2026-09-08T14:18:46.211,4032,3040,reject
slide_20260908_141920_198.jpg,2026-09-08T14:19:20.307,4032,3040,review
slide_20260908_141944_044.jpg,2026-09-08T14:19:44.170,4032,3040,review
slide_20260908_142007_695.jpg,2026-09-08T14:20:07.836,4032,3040,review
slide_20260908_142037_352.jpg,2026-09-08T14:20:37.461,4032,3040,reject
slide_20260908_142104_425.jpg,2026-09-08T14:21:04.559,4032,3040,reject
slide_20260908_142137_203.jpg,2026-09-08T14:21:37.336,4032,3040,review
slide_20260908_142259_072.jpg,2026-09-08T14:22:59.216,4032,3040,review
slide_20260908_142330_082.jpg,2026-09-08T14:23:30.223,4032,3040,review
slide_20260908_142402_458.jpg,2026-09-08T14:24:02.565,4032,3040,review
slide_20260908_142424_421.jpg,2026-09-08T14:24:24.548,4032,3040,review
slide_20260908_142454_308.jpg,2026-09-08T14:24:54.418,4032,3040,review
slide_20260908_142522_823.jpg,2026-09-08T14:25:22.929,4032,3040,reject
slide_20260908_142610_580.jpg,2026-09-08T14:26:10.688,4032,3040,reject
slide_20260908_142708_964.jpg,2026-09-08T14:27:09.078,4032,3040,reject
slide_20260908_142733_766.jpg,2026-09-08T14:27:33.877,4032,3040,review
slide_20260908_142806_245.jpg,2026-09-08T14:28:06.350,4032,3040,reject
slide_20260908_142848_664.jpg,2026-09-08T14:28:48.780,4032,3040,keep
slide_20260908_142922_706.jpg,2026-09-08T14:29:22.832,4032,3040,review
slide_20260908_142949_949.jpg,2026-09-08T14:29:50.081,4032,3040,review
slide_20260908_143047_486.jpg,2026-09-08T14:30:47.605,4032,3040,keep
slide_20260908_143111_824.jpg,2026-09-08T14:31:11.942,4032,3040,keep
slide_20260908_143159_539.jpg,2026-09-08T14:31:59.674,4032,3040,reject
slide_20260908_143223_556.jpg,2026-09-08T14:32:23.695,4032,3040,reject
slide_20260908_143316_758.jpg,2026-09-08T14:33:16.881,4032,3040,reject
slide_20260908_143349_328.jpg,2026-09-08T14:33:49.432,4032,3040,reject
slide_20260908_143502_651.jpg,2026-09-08T14:35:02.777,4032,3040,review
slide_20260908_143545_012.jpg,2026-09-08T14:35:45.137,4032,3040,reject
slide_20260908_143609_693.jpg,2026-09-08T14:36:09.812,4032,3040,reject
slide_20260908_143633_351.jpg,2026-09-08T14:36:33.481,4032,3040,review
slide_20260908_143701_841.jpg,2026-09-08T14:37:01.961,4032,3040,reject
slide_20260908_143736_444.jpg,2026-09-08T14:37:36.571,4032,3040,review
slide_20260908_143807_625.jpg,2026-09-08T14:38:07.743,4032,3040,review
slide_20260908_143844_974.jpg,2026-09-08T14:38:45.114,4032,3040,review
slide_20260908_143938_919.jpg,2026-09-08T14:39:39.032,4032,3040,reject
slide_20260908_144010_150.jpg,2026-09-08T14:40:10.274,4032,3040,review
slide_20260908_144058_718.jpg,2026-09-08T14:40:58.845,4032,3040,keep
slide_20260908_144123_356.jpg,2026-09-08T14:41:23.499,4032,3040,review
slide_20260908_144147_204.jpg,2026-09-08T14:41:47.330,4032,3040,keep
slide_20260908_144226_783.jpg,2026-09-08T14:42:26.923,4032,3040,review
slide_20260908_144251_629.jpg,2026-09-08T14:42:51.736,4032,3040,reject
slide_20260908_144329_849.jpg,2026-09-08T14:43:29.982,4032,3040,keep
slide_20260908_144405_923.jpg,2026-09-08T14:44:06.065,4032,3040,reject
slide_20260908_144450_017.jpg,2026-09-08T14:44:50.121,4032,3040,review
slide_20260908_144609_120.jpg,2026-09-08T14:46:09.229,4032,3040,review
slide_20260908_144640_015.jpg,2026-09-08T14:46:40.146,4032,3040,review
slide_20260908_144710_279.jpg,2026-09-08T14:47:10.404,4032,3040,review
slide_20260908_144744_258.jpg,2026-09-08T14:47:44.374,4032,3040,review
slide_20260908_144811_775.jpg,2026-09-08T14:48:11.885,4032,3040,reject
slide_20260908_144849_266.jpg,2026-09-08T14:48:49.385,4032,3040,reject
slide_20260908_144924_678.jpg,2026-09-08T14:49:24.823,4032,3040,review
slide_20260908_145011_365.jpg,2026-09-08T14:50:11.485,4032,3040,review
slide_20260908_145041_307.jpg,2026-09-08T14:50:41.415,4032,3040,reject
slide_20260908_145109_046.jpg,2026-09-08T14:51:09.167,4032,3040,keep
slide_20260908_145146_840.jpg,2026-09-08T14:51:46.963,4032,3040,reject
slide_20260908_145221_576.jpg,2026-09-08T14:52:21.695,4032,3040,reject
slide_20260908_145253_891.jpg,2026-09-08T14:52:54.016,4032,3040,review
slide_20260908_145322_343.jpg,2026-09-08T14:53:22.459,4032,3040,review
slide_20260908_145348_342.jpg,2026-09-08T14:53:48.480,4032,3040,review
slide_20260908_145421_778.jpg,2026-09-08T14:54:21.887,4032,3040,review
slide_20260908_145524_199.jpg,2026-09-08T14:55:24.312,4032,3040,keep
slide_20260908_145628_253.jpg,2026-09-08T14:56:28.392,4032,3040,reject
slide_20260908_145656_620.jpg,2026-09-08T14:56:56.762,4032,3040,reject
slide_20260908_145747_213.jpg,2026-09-08T14:57:47.330,4032,3040,reject
slide_20260908_145817_885.jpg,2026-09-08T14:58:17.994,4032,3040,keep
slide_20260908_145853_264.jpg,2026-09-08T14:58:53.390,4032,3040,review
